name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Swift Dzire VXI,2015,8100.0,93000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Maruti Ertiga SHVS VDI,2017,10650.0,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
Maruti Alto 800 VXI,2018,4275.0,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Hyundai Creta 1.4 E Plus,2019,14850.0,19600,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
Tata Indigo CS eGLS BS IV,2017,5430.0,104000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,13200.0,33000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Mahindra TUV 300 mHAWK100 T8,2017,10500.0,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Mahindra Bolero 2011-2019 DI - AC BS III,2016,9000.0,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Nissan Terrano XL,2015,10500.0,40000,Petrol,Individual,Manual,First Owner,13.24 kmpl,1598 CC,102.5 bhp,145Nm@ 3750rpm,5.0
Tata Tiago 1.05 Revotorq XT,2016,6000.0,60000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Hyundai Accent Executive LPG,2010,2475.0,80000,LPG,Individual,Manual,First Owner,13.2 km/kg,1495 CC,93.7 bhp,124.5Nm@ 3500rpm,5.0
Toyota Innova 2.5 V Diesel 8-seater,2007,5250.0,376412,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
Maruti Ertiga VXI,2014,6375.0,80000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
Hyundai Santro Xing GL Plus,2012,2700.0,70000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Maruti Alto K10 2010-2014 VXI,2012,2550.0,90000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,5550.0,183000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Maruti Vitara Brezza VDi,2018,12000.0,27000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,13500.0,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Maruti Swift VDI,2013,5850.0,120000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Swift Dzire VDI,2014,6675.0,80000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Swift Dzire VDI,2014,6899.985,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Wagon R LXI DUO BS IV,2013,4125.0,55000,LPG,Individual,Manual,First Owner,14.4 km/kg,998 CC,61.7 bhp,85Nm@ 3500rpm,5.0
Maruti Ritz VDi,2009,3000.0,120000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
Maruti Swift Dzire 1.2 Lxi BSIV,2012,5250.0,72000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Tata New Safari 4X4 EXI BSIII,2007,1425.0,120000,Diesel,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7.0
Toyota Etios GD,2014,8250.0,250000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,13500.0,100000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0
Tata Sumo Gold GX,2013,5250.0,120000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm,7.0
Nissan Micra XV CVT,2015,4875.0,50000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0
Hyundai Grand i10 Asta,2014,6839.985,32000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Maruti Alto STD,2008,1935.0,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Maruti Alto 800 LXI,2017,3810.0,40000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Ford Ecosport 1.5 Diesel Trend,2014,8550.0,48000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0
Nissan Terrano XL D Option,2018,12600.0,30000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5.0
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,3525.0,100000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Mahindra TUV 300 T6,2016,10500.0,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Hyundai Santro Xing ABS,2010,2100.0,40000,Petrol,Individual,Manual,Second Owner,,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,7920.0,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Jeep Compass 2.0 Limited Option,2017,22500.0,12000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
Mahindra Bolero 2011-2019 DI - AC BS III,2016,8400.0,72000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Mahindra Bolero 2011-2019 DI - AC BS III,2016,9000.0,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Chevrolet Aveo U-VA 1.2 LS,2007,1530.0,50000,Petrol,Individual,Manual,Second Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5.0
Mahindra XUV500 W8 AWD,2014,11250.0,70000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Chevrolet Aveo U-VA 1.2,2010,2220.0,70000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5.0
Maruti Baleno Alpha 1.2,2015,9750.0,50000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Volkswagen Polo Petrol Trendline 1.2L,2012,4650.0,40000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0
Hyundai Xcent 1.2 Kappa S,2014,7200.0,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Maruti Alto 800 VXI,2018,4800.0,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Honda City i VTEC VX,2015,11250.0,40000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Nissan Micra Active XL Petrol,2017,5550.0,40000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0
Maruti Swift ZXI,2013,4800.0,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Maruti Swift ZXI,2013,6300.0,67000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Maruti Swift Dzire VXi,2010,3600.0,60000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Datsun RediGO 1.0 S,2017,3300.0,60000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Tata Tiago 1.2 Revotron XM,2016,5250.0,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Honda Amaze VX i-DTEC,2018,10125.0,40000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Toyota Etios Cross 1.2L G,2016,6524.985,50000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1197 CC,78.8 bhp,104Nm@ 3100rpm,5.0
Honda CR-V 2.0L 2WD AT,2006,1875.0,200000,Petrol,Individual,Automatic,Third Owner,13.1 kmpl,1997 CC,141.1 bhp,190Nm@ 4200rpm,5.0
Mahindra KUV 100 mFALCON G80 K6 AW,2016,6000.0,14000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
Chevrolet Tavera Neo 3 9 Str BSIII,2015,6375.0,70000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0
Maruti Ritz Genus VDi,2010,4665.0,94000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,75 bhp,190 Nm at 2000rpm,5.0
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,7649.985,197000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0
Ford Figo 1.5D Trend MT,2015,7950.0,79000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Skoda Octavia Rider 1.9 AT TDI,2008,3150.0,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5.0
Mahindra Marazzo M2 8Str BSIV,2019,14655.0,30000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0
Maruti Wagon R VXI BS IV,2018,6600.0,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti Wagon R VXI BS IV,2018,6600.0,17000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Hyundai i20 1.2 Spotz,2018,9825.0,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Renault KWID RXT Optional,2016,4425.0,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
Hyundai i20 1.2 Spotz,2018,9825.0,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai Getz 1.1 GLE,2007,975.0,70000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1086 CC,66.6 bhp,"10.4@ 3,200(kgm@ rpm)",5.0
Tata Hexa XT,2017,18000.0,150000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Tata Hexa XM,2017,18765.0,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Tata Indigo CS eLX BS IV,2010,3000.0,60000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Hyundai i20 Active 1.4 SX with AVN,2016,11250.0,40000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
Maruti Wagon R LXI CNG,2018,6000.0,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0
Honda Amaze E i-VTEC,2017,7125.0,57000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0
Tata Indigo VS,2012,1650.0,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1405 CC,70 bhp,13.5@ 2500(kgm@ rpm),5.0
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,5250.0,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Maruti Swift Dzire Tour LDI,2016,6750.0,175000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Tata Indigo LX,2010,2250.0,90000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0
Tata Indica V2 DLS,2009,1200.0,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
Hyundai i20 Magna 1.2,2015,6450.0,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,21750.0,81000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0
Chevrolet Cruze LTZ,2011,5400.0,100000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0
Tata Hexa XTA,2017,21675.0,60000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Honda City i DTec S,2016,10050.0,60000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Mercedes-Benz GLA Class 200,2016,30000.0,70000,Petrol,Individual,Automatic,First Owner,13.7 kmpl,1991 CC,183 bhp,300Nm@ 1200-1400rpm,5.0
Maruti Swift 1.3 VXi,2010,2625.0,83000,Petrol,Individual,Manual,Second Owner,,,,,
Honda Amaze S i-Dtech,2015,6600.0,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Hyundai i20 1.4 CRDi Era,2012,3824.9849999999997,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Datsun GO Plus A Option Petrol,2018,7950.0,65000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,7.0
Mahindra XUV500 W4 1.99 mHawk,2016,13350.0,40000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7.0
Volkswagen Polo Diesel Comfortline 1.2L,2013,4200.0,80000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
Maruti Swift Dzire AMT ZXI,2017,10875.0,35000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Mahindra TUV 300 T8,2016,10500.0,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Maruti Zen Estilo LXI BSIII,2007,1350.0,70000,Petrol,Individual,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Hyundai i10 Magna 1.1L,2015,4305.0,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Hyundai Creta 1.6 SX Automatic,2018,20700.0,55000,Petrol,Individual,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,151NM@ 4850rpm,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,11250.0,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
Hyundai Verna 1.4 VTVT,2016,9750.0,40000,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5.0
Maruti Wagon R LXI BS IV,2013,3600.0,108916,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Hyundai EON Magna Optional,2013,4350.0,40000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Hyundai EON Era Plus,2014,3449.9849999999997,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Honda City i DTec VX,2016,15000.0,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Hyundai Santro Xing GL Plus,2012,3000.0,90000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Maruti Alto LX,2004,1350.0,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Hyundai i20 1.4 CRDi Asta,2012,4950.0,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Maruti Ritz VDi ABS,2009,3000.0,70000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
Mahindra KUV 100 D75 K4 Plus,2018,6300.0,31000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Maruti Swift Dzire VDi,2009,3900.0,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Hyundai i20 Sportz 1.2,2016,8850.0,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Maruti Swift VDI BSIV,2015,8175.0,180000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Wagon R LXI BS IV,2011,3150.0,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Honda City 2017-2020 GXi,2008,2775.0,110000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
Maruti Wagon R LXI,2006,1875.0,59000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Hyundai EON Magna Plus,2014,4200.0,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Hyundai Santro Xing XO,2005,1485.0,89500,Petrol,Individual,Manual,First Owner,,,,,
Maruti Wagon R VXI,2005,1470.0,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Tata Indica Vista Aqua 1.4 TDI,2009,1500.0,190000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0
Mahindra Verito Vibe 1.5 dCi D4,2013,3750.0,180000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5.0
Toyota Fortuner 3.0 Diesel,2010,11250.0,150000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
Chevrolet Optra Magnum 2.0 LS,2007,2400.0,130000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0
Hyundai Verna 1.6 CRDi EX AT,2013,7649.985,120000,Diesel,Individual,Automatic,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0
Tata Indica V2 DL,2009,1425.0,80000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
Hyundai Verna 1.6 SX CRDi (O),2014,7875.0,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
Datsun RediGO 1.0 T Option,2017,4170.0,20000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Maruti 800 AC,1997,750.0,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Volkswagen Polo Diesel Highline 1.2L,2011,3824.9849999999997,120000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
Maruti Swift Dzire VXI 1.2,2019,10125.0,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Maruti Swift Dzire VDI,2016,9000.0,147000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,14250.0,51000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Honda City 2017-2020 GXi,2007,3449.9849999999997,60000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
Toyota Innova 2.5 G4 Diesel 8-seater,2009,9000.0,220000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
Maruti Alto 800 VXI Optional,2017,4950.0,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Alto K10 VXI,2017,5250.0,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Volkswagen Polo 1.2 MPI Comfortline,2016,8400.0,35000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0
Maruti Wagon R VXI BS IV,2017,6600.0,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti A-Star Vxi,2011,3300.0,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
Maruti Swift Dzire ZDI,2017,11250.0,110000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Mahindra XUV500 W6 2WD,2015,12000.0,140000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Tata Indica V2 DLX,2007,888.885,104000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
Maruti Baleno Zeta Automatic,2018,11100.0,9000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Maruti Ignis 1.2 AMT Zeta BSIV,2019,8550.0,19000,Petrol,Individual,Automatic,Second Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Maruti Wagon R AMT VXI,2017,6450.0,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,12000.0,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Hyundai Grand i10 CRDi Sportz,2015,6750.0,53000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
Maruti Swift Dzire VDI,2013,6300.0,105000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Mahindra Thar DI 4X4 PS,2015,11250.0,16000,Diesel,Individual,Manual,First Owner,18.06 kmpl,2523 CC,63 bhp,182.5Nm@ 1500-1800rpm,7.0
Maruti Baleno RS 1.0 Petrol,2019,11700.0,7200,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm,5.0
Volkswagen Polo Diesel Comfortline 1.2L,2011,4800.0,77000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
Mahindra KUV 100 D75 K8 Dual Tone,2017,10350.0,40000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Maruti Swift Dzire ZDi,2012,5625.0,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Ford Figo 1.2P Sports Edition MT,2017,9300.0,50000,Petrol,Individual,Manual,First Owner,18.12 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
Hyundai Santro Xing GL Plus LPG,2015,4500.0,85000,LPG,Individual,Manual,First Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Maruti Eeco 7 Seater Standard BSIV,2016,5550.0,58000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0
Mahindra Thar 4X4,2013,11550.0,85000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7.0
Hyundai Xcent 1.2 Kappa S Option,2014,7500.0,65000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
Mahindra KUV 100 mFALCON D75 K2,2017,6750.0,120000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
